Date,Open,High,Low,Close,Volume,Adj Close
2013-10-11,73.47,73.73,72.88,73.46,5396100,73.23
2013-10-10,72.15,73.45,71.94,73.44,5552400,73.21
2013-10-09,70.52,71.47,69.96,70.89,4641100,70.67
2013-10-08,71.46,72.63,70.18,70.28,3757100,70.06
2013-10-07,71.41,71.97,71.30,71.34,2586400,71.12
2013-10-04,71.77,72.35,71.32,72.14,3584100,71.91
2013-10-03,71.89,72.50,71.06,71.64,3572300,71.42
2013-10-02,72.04,72.26,71.59,71.89,4375800,71.67
2013-10-01,73.04,73.25,72.02,72.42,5222200,72.19
2013-09-30,72.30,73.17,72.16,72.64,7398200,72.41
2013-09-27,74.82,75.25,73.35,73.64,15591000,73.41
2013-09-26,69.23,70.49,69.15,70.34,6882500,70.12
2013-09-25,69.43,69.53,68.74,68.92,3941600,68.70
2013-09-24,69.44,69.72,69.19,69.43,3716400,69.21
2013-09-23,69.11,69.55,68.04,68.98,5511000,68.76
2013-09-20,69.20,69.50,68.10,69.37,18578500,69.15
2013-09-19,69.77,70.56,68.81,69.50,7313800,69.28
2013-09-18,67.97,69.85,67.93,69.48,4274000,69.26
2013-09-17,68.18,68.67,67.98,68.32,3876200,68.11
2013-09-16,68.75,68.82,67.91,68.19,2668800,67.98
2013-09-13,67.90,68.14,67.19,67.91,3292300,67.70
2013-09-12,67.96,68.90,67.80,68.08,4124900,67.87
2013-09-11,66.98,67.82,66.82,67.59,4556200,67.38
2013-09-10,66.70,66.98,65.96,66.82,6690000,66.61
2013-09-09,65.06,65.59,64.93,65.40,2073900,65.20
2013-09-06,65.40,65.55,64.17,64.98,2316300,64.78
2013-09-05,65.00,65.58,64.69,65.38,2635800,65.18
2013-09-04,64.33,65.48,64.30,65.13,3550700,64.93
2013-09-03,63.61,64.90,63.50,64.29,4107000,64.09
2013-08-30,63.71,63.79,62.60,62.82,2925500,62.62
2013-08-29,62.99,63.86,62.88,63.48,2300000,63.28
2013-08-28,62.72,63.70,62.65,63.37,3022000,62.96
2013-08-27,63.26,63.74,62.79,62.81,2435400,62.41
2013-08-26,64.20,64.53,63.92,63.92,2736200,63.51
2013-08-23,65.17,65.22,63.90,64.21,4022300,63.80
2013-08-22,64.10,65.17,63.90,64.86,2528000,64.44
2013-08-21,64.57,64.99,64.04,64.13,2385200,63.72
2013-08-20,64.55,65.71,64.31,64.63,3834200,64.21
2013-08-19,63.70,65.11,63.50,64.71,3874800,64.29
2013-08-16,63.44,64.31,63.34,63.65,2630600,63.24
2013-08-15,63.78,64.00,63.16,63.49,3113500,63.08
2013-08-14,65.53,65.66,64.23,64.35,2980900,63.94
2013-08-13,66.61,66.75,65.69,65.81,2149700,65.39
2013-08-12,66.09,66.60,66.05,66.51,2200900,66.08
2013-08-09,65.92,66.74,65.84,66.31,2822400,65.88
2013-08-08,66.06,66.45,65.78,66.05,2528700,65.63
2013-08-07,66.14,66.24,65.61,65.63,2944400,65.21
2013-08-06,66.31,66.85,65.88,66.54,3122000,66.11
2013-08-05,66.20,66.54,66.16,66.40,2106500,65.97
2013-08-02,65.99,66.61,65.41,66.30,3749900,65.87
2013-08-01,63.24,66.11,63.24,65.97,7906600,65.55
2013-07-31,63.12,63.50,62.77,62.92,4230900,62.52
2013-07-30,62.65,63.10,62.64,62.85,3199800,62.45
2013-07-29,62.25,62.79,62.25,62.71,2537800,62.31
2013-07-26,62.05,62.60,62.03,62.53,2758900,62.13
2013-07-25,62.75,62.89,62.20,62.49,4455700,62.09
2013-07-24,63.19,63.43,62.57,62.63,2352700,62.23
2013-07-23,63.52,63.58,63.14,63.19,2144800,62.78
2013-07-22,63.11,63.57,62.84,63.29,2790800,62.88
2013-07-19,63.25,63.59,63.08,63.35,2959700,62.94
2013-07-18,63.24,63.78,62.90,63.32,2243400,62.91
2013-07-17,62.60,63.67,62.57,63.33,3123800,62.92
2013-07-16,63.14,63.47,62.47,62.70,3429100,62.30
2013-07-15,63.46,63.65,63.25,63.35,2880900,62.94
2013-07-12,63.63,63.83,63.49,63.67,2212000,63.26
2013-07-11,64.20,64.44,63.44,63.72,3573000,63.31
2013-07-10,63.91,63.91,63.32,63.60,2550900,63.19
2013-07-09,64.00,64.28,63.40,63.93,3494600,63.52
2013-07-08,64.00,64.66,63.48,63.72,3490800,63.31
2013-07-05,63.16,63.83,63.15,63.64,2578900,63.23
2013-07-03,62.24,62.94,62.10,62.86,1687800,62.46
2013-07-02,61.93,63.08,61.90,62.62,3701200,62.22
2013-07-01,63.94,64.59,62.20,62.33,7199400,61.93
2013-06-28,61.94,64.07,60.18,63.68,13401900,63.27
2013-06-27,62.87,63.25,62.13,62.32,6141400,61.92
2013-06-26,60.86,62.12,60.79,61.85,5688400,61.45
2013-06-25,60.42,60.99,59.95,60.39,5448200,60.00
2013-06-24,60.16,60.51,59.11,59.95,4744700,59.56
2013-06-21,60.82,61.38,60.07,60.57,5044600,60.18
2013-06-20,61.33,61.63,60.64,60.78,4912100,60.39
2013-06-19,62.14,62.34,61.73,61.75,4611800,61.35
2013-06-18,61.84,62.25,61.62,62.15,4534400,61.75
2013-06-17,62.38,62.72,61.82,61.94,3756400,61.54
2013-06-14,61.63,62.40,61.61,61.89,2611200,61.49
2013-06-13,61.30,61.92,61.03,61.76,3916300,61.36
2013-06-12,62.57,62.57,61.35,61.41,2721300,61.02
2013-06-11,62.30,62.94,61.97,62.15,2770200,61.75
2013-06-10,62.91,63.48,62.74,63.04,2739500,62.63
2013-06-07,62.48,63.09,62.25,62.75,2666000,62.35
2013-06-06,61.74,62.18,61.21,62.16,2380700,61.76
2013-06-05,62.60,62.94,61.60,61.75,3102700,61.35
2013-06-04,63.25,63.57,62.31,62.78,3392700,62.38
2013-06-03,61.60,63.08,61.11,63.03,5070600,62.62
2013-05-31,62.20,63.14,61.66,61.66,3730200,61.26
2013-05-30,62.95,63.30,62.39,62.41,2977600,62.01
2013-05-29,62.91,63.17,62.40,62.93,2760600,62.32
2013-05-28,63.57,64.11,63.04,63.28,3892000,62.66
2013-05-24,62.67,62.87,61.56,62.79,3758700,62.18
2013-05-23,63.98,64.15,63.09,63.33,4313200,62.71
2013-05-22,65.24,65.57,64.09,64.45,4147600,63.82
2013-05-21,65.34,65.45,64.98,65.23,3232700,64.59
2013-05-20,65.27,65.50,65.05,65.33,2730900,64.69
2013-05-17,64.47,65.44,64.40,65.32,3109600,64.68
2013-05-16,65.76,66.07,64.16,64.44,3844300,63.81
2013-05-15,65.78,66.00,65.45,65.83,2643100,65.19
2013-05-14,64.53,65.98,64.53,65.91,4138600,65.27
2013-05-13,64.51,64.80,64.32,64.65,1890300,64.02
2013-05-10,63.86,64.79,63.67,64.76,3322800,64.13
2013-05-09,63.90,64.53,63.65,63.74,2216900,63.12
2013-05-08,63.70,64.11,63.67,63.90,3129500,63.28
2013-05-07,64.19,64.37,63.81,63.91,3149000,63.29
2013-05-06,64.40,64.55,63.78,63.96,2375100,63.34
2013-05-03,63.68,64.96,63.68,64.55,3475400,63.92
2013-05-02,63.50,63.57,62.95,63.32,2802700,62.70
2013-05-01,63.56,64.29,63.20,63.36,3962200,62.74
2013-04-30,62.73,63.77,62.66,63.60,5047400,62.98
2013-04-29,62.00,62.81,61.62,62.63,2920800,62.02
2013-04-26,62.16,62.47,61.58,61.89,2412800,61.29
2013-04-25,61.62,62.49,61.57,62.07,2183800,61.47
2013-04-24,61.85,62.00,61.40,61.53,2084000,60.93
2013-04-23,61.62,61.93,61.24,61.68,3059800,61.08
2013-04-22,61.09,61.49,60.63,61.36,2984300,60.76
2013-04-19,60.58,61.04,60.27,60.92,3384200,60.33
2013-04-18,60.97,61.20,59.70,60.18,3008200,59.59
2013-04-17,60.17,61.31,60.01,60.90,5217400,60.31
2013-04-16,60.03,60.53,59.67,60.50,2980300,59.91
2013-04-15,60.46,60.93,59.67,59.67,3331300,59.09
2013-04-12,61.07,61.23,60.43,60.58,2769400,59.99
2013-04-11,60.37,61.38,60.31,61.20,4394700,60.60
2013-04-10,59.92,60.55,59.92,60.29,2975500,59.70
2013-04-09,59.82,60.13,59.29,59.89,3337500,59.31
2013-04-08,58.89,59.95,58.82,59.95,4006600,59.37
2013-04-05,58.58,59.04,58.33,58.97,3094900,58.40
2013-04-04,58.79,59.50,58.74,59.34,2499700,58.76
2013-04-03,59.20,59.53,58.56,58.91,3813300,58.34
2013-04-02,58.37,59.39,58.36,58.90,4665300,58.33
2013-04-01,59.00,59.19,57.98,58.26,3484900,57.69
2013-03-28,58.96,59.31,58.45,59.01,3806200,58.44
2013-03-27,59.02,59.30,58.14,58.45,5222500,57.88
2013-03-26,59.35,59.63,58.90,59.47,4474300,58.89
2013-03-25,59.39,59.98,59.03,59.56,6658700,58.98
2013-03-22,58.00,60.25,57.87,59.53,19328700,58.95
2013-03-21,54.46,54.72,53.53,53.60,7948100,53.08
2013-03-20,54.07,54.88,54.06,54.83,3970900,54.30
2013-03-19,54.29,54.44,53.54,53.83,3314200,53.31
2013-03-18,54.43,54.66,54.08,54.16,2539700,53.63
2013-03-15,54.67,54.85,54.29,54.78,4060500,54.25
2013-03-14,54.84,54.90,54.34,54.69,3455400,54.16
2013-03-13,53.61,54.99,53.60,54.85,4092700,54.32
2013-03-12,53.70,54.17,53.27,53.49,6170800,52.97
2013-03-11,54.57,54.64,54.16,54.53,3377400,54.00
2013-03-08,55.12,55.23,54.50,54.69,4006500,54.16
2013-03-07,55.40,55.65,55.14,55.22,2842600,54.68
2013-03-06,54.96,55.61,54.70,55.30,2906000,54.76
2013-03-05,54.90,55.00,54.52,54.90,4049000,54.37
2013-03-04,54.55,54.90,54.41,54.73,2645900,54.20
2013-03-01,54.42,54.83,54.18,54.82,4026700,54.29
2013-02-28,54.26,54.72,54.00,54.46,3356800,53.93
2013-02-27,54.16,54.52,53.96,54.34,3134600,53.60
2013-02-26,54.41,54.74,53.94,54.27,3042600,53.53
2013-02-25,54.54,54.99,54.04,54.04,4283000,53.31
2013-02-22,54.60,54.88,54.00,54.47,2927500,53.73
2013-02-21,54.83,55.04,54.12,54.54,4677900,53.80
2013-02-20,54.40,54.66,53.99,54.02,3793600,53.29
2013-02-19,54.89,55.16,54.29,54.47,4255600,53.73
2013-02-15,54.69,55.14,54.52,54.95,3528100,54.20
2013-02-14,54.57,54.99,54.32,54.62,3082100,53.88
2013-02-13,55.03,55.37,54.41,54.56,3026900,53.82
2013-02-12,54.90,55.21,54.79,55.09,1933300,54.34
2013-02-11,55.28,55.90,54.73,55.22,4458300,54.47
2013-02-08,54.57,55.19,54.48,54.59,2550400,53.85
2013-02-07,54.23,54.72,54.07,54.68,2786500,53.94
2013-02-06,53.68,54.37,53.50,54.16,2648500,53.43
2013-02-05,53.94,54.31,53.86,53.89,2263600,53.16
2013-02-04,53.59,54.26,53.50,53.66,2537900,52.93
2013-02-01,54.46,54.72,53.60,53.70,3386700,52.97
2013-01-31,53.62,54.28,53.44,54.05,4571900,53.32
2013-01-30,53.97,54.16,53.56,53.61,3171500,52.88
2013-01-29,54.39,54.46,53.88,53.92,3607400,53.19
2013-01-28,55.40,55.52,54.32,54.50,4019100,53.76
2013-01-25,54.13,55.57,53.99,55.55,6271400,54.80
2013-01-24,53.19,53.88,53.16,53.86,3409900,53.13
2013-01-23,53.14,53.36,52.81,53.09,3389600,52.37
2013-01-22,53.42,53.51,53.05,53.48,3103800,52.75
2013-01-18,53.47,53.57,52.98,53.29,3072700,52.57
2013-01-17,53.79,53.97,53.31,53.48,2432400,52.75
2013-01-16,53.52,54.00,53.24,53.73,2650100,53.00
2013-01-15,53.04,53.75,52.89,53.64,3253600,52.91
2013-01-14,53.19,53.48,53.01,53.19,2795900,52.47
2013-01-11,52.66,53.42,52.31,53.10,4895500,52.38
2013-01-10,52.63,52.88,52.17,52.55,3852800,51.84
2013-01-09,52.57,52.74,52.31,52.45,2765200,51.74
2013-01-08,52.72,52.94,52.19,52.40,3357100,51.69
2013-01-07,52.79,53.08,52.53,52.96,3244700,52.24
2013-01-04,52.50,53.04,52.47,52.88,3397000,52.16
2013-01-03,51.95,52.60,51.78,52.37,3616100,51.66
2013-01-02,52.40,52.48,51.40,51.84,3756400,51.14
2012-12-31,50.83,51.64,50.59,51.60,3403700,50.90
2012-12-28,51.45,51.72,50.99,50.99,3216200,50.30
2012-12-27,51.22,51.94,50.93,51.76,3925200,51.06
2012-12-26,52.05,52.50,51.19,51.33,4045200,50.63
2012-12-24,104.56,106.23,104.36,105.60,5999600,52.08
2012-12-21,102.50,105.48,101.16,105.10,13947400,51.84
2012-12-20,98.12,99.05,97.21,99.00,6000000,48.83
2012-12-19,98.92,99.20,97.77,97.78,3939600,48.23
2012-12-18,98.07,98.98,97.73,98.92,3935800,48.79
2012-12-17,97.21,98.09,96.80,97.99,4184800,48.33
2012-12-14,97.13,97.89,96.85,96.91,4331000,47.80
2012-12-13,99.09,99.57,97.04,97.33,3722600,48.00
2012-12-12,99.40,100.00,98.60,99.20,5328000,48.93
2012-12-11,98.00,99.50,97.84,99.41,4617200,49.03
2012-12-10,98.67,99.31,97.98,98.08,3638400,48.37
2012-12-07,98.91,98.99,97.73,98.59,3709000,48.63
2012-12-06,97.47,98.68,97.23,98.42,4546000,48.54
2012-12-05,97.92,98.08,96.61,97.68,3382200,47.97
2012-12-04,97.63,98.38,97.23,97.67,3514200,47.97
2012-12-03,97.66,98.91,97.09,97.56,4344000,47.91
2012-11-30,98.46,98.52,96.91,97.48,6335000,47.87
2012-11-29,99.58,100.33,98.80,98.97,4872000,48.60
2012-11-28,96.60,99.16,96.60,99.13,4306800,48.68
2012-11-27,96.05,98.00,96.05,97.01,4268600,47.64
2012-11-26,95.48,97.68,95.38,97.66,6026400,47.96
2012-11-23,96.00,96.76,95.88,96.75,1676200,47.51
2012-11-21,95.56,95.83,94.96,95.60,3681800,46.95
2012-11-20,96.32,96.52,95.27,95.61,4551600,46.95
2012-11-19,93.49,96.34,93.46,96.32,5231200,47.30
2012-11-16,91.84,92.75,91.40,92.59,5994600,45.47
2012-11-15,90.29,91.22,90.07,90.83,3882200,44.61
2012-11-14,91.96,91.96,89.65,90.60,6509600,44.49
2012-11-13,91.17,92.66,91.03,91.47,3623000,44.92
2012-11-12,92.50,93.20,91.98,92.29,2989600,45.32
2012-11-09,91.69,93.00,91.68,92.31,3874400,45.33
2012-11-08,94.45,94.60,91.86,91.86,5225200,45.11
2012-11-07,95.72,95.88,94.62,94.65,3827600,46.48
2012-11-06,95.25,96.13,94.75,96.13,3912400,47.21
2012-11-05,94.55,95.48,94.35,95.26,2936400,46.78
2012-11-02,95.70,96.74,94.49,94.54,3632200,46.43
2012-11-01,91.90,95.60,91.90,95.35,7127400,46.83
2012-10-31,91.05,91.79,90.78,91.38,4564400,44.88
2012-10-26,91.08,91.35,90.32,91.15,6222000,44.76
2012-10-25,93.05,93.50,91.13,91.31,5009800,44.84
2012-10-24,93.74,93.81,92.46,92.89,4973800,45.62
2012-10-23,93.84,94.25,92.75,92.82,4692200,45.58
2012-10-22,95.42,96.35,93.82,94.48,4496400,46.40
2012-10-19,97.54,98.10,96.10,96.45,4670600,47.37
2012-10-18,97.70,98.07,97.02,97.57,3898800,47.92
2012-10-17,96.91,98.00,96.91,97.57,3563000,47.92
2012-10-16,96.28,97.61,96.14,97.24,5006000,47.75
2012-10-15,94.67,95.82,94.38,95.61,3763800,46.95
2012-10-12,95.04,95.46,94.33,94.42,3268600,46.37
2012-10-11,94.62,95.47,94.53,94.90,3968800,46.60
2012-10-10,94.86,95.46,94.15,94.22,3604400,46.27
2012-10-09,94.91,95.69,94.40,94.48,4889400,46.40
2012-10-08,95.01,95.79,94.75,94.99,2819000,46.65
2012-10-05,96.14,96.53,94.86,95.22,4623600,46.76
2012-10-04,94.33,95.96,94.00,95.89,6529200,47.09
2012-10-03,94.91,95.54,93.62,93.80,7385600,46.06
2012-10-02,96.06,96.20,94.58,94.95,5652800,46.63
2012-10-01,94.91,96.20,94.62,95.55,5536400,46.92
2012-09-28,93.06,96.18,92.79,94.91,13677200,46.61
2012-09-27,95.80,96.64,94.65,96.00,9699000,47.15
2012-09-26,94.96,96.21,94.33,95.49,5933000,46.89
2012-09-25,95.19,96.35,95.00,95.08,7996200,46.69
2012-09-24,95.60,96.35,94.00,95.32,5912400,46.81
2012-09-21,97.54,97.54,96.20,96.52,6828800,47.40
2012-09-20,98.40,98.40,96.38,96.72,6425200,47.50
2012-09-19,100.23,100.50,97.60,97.66,9334800,47.96
2012-09-18,97.70,98.25,97.07,97.72,6800600,47.99
2012-09-17,96.32,98.06,96.08,97.97,4689600,48.11
2012-09-14,98.92,99.10,95.89,96.64,11445200,47.46
2012-09-13,99.35,99.80,98.27,99.20,8663000,48.72
2012-09-12,99.84,100.92,99.40,100.84,4599000,49.52
2012-09-11,99.43,100.19,99.11,99.68,4920000,48.95
2012-09-10,99.25,100.90,99.03,100.04,4338800,49.13
2012-09-07,99.32,99.75,98.88,99.29,3495800,48.76
2012-09-06,97.75,99.55,97.47,99.46,4541800,48.84
2012-09-05,97.52,97.78,96.97,97.35,3144000,47.81
2012-09-04,97.19,97.89,96.24,97.26,3794600,47.76
2012-08-31,98.07,98.52,96.95,97.36,4064600,47.81
2012-08-30,97.89,98.48,97.53,97.75,3510200,48.00
2012-08-29,98.96,99.00,98.21,98.69,4734000,48.29
2012-08-28,96.21,99.29,95.85,98.87,8235800,48.38
2012-08-27,96.92,97.25,96.10,96.43,3460800,47.18
2012-08-24,95.44,97.13,95.44,96.86,4882000,47.39
2012-08-23,95.68,95.98,94.94,95.45,3381000,46.70
2012-08-22,95.78,95.99,95.19,95.77,3232600,46.86
2012-08-21,95.93,96.27,95.16,95.85,4276600,46.90
2012-08-20,96.22,96.77,95.59,95.77,3720800,46.86
2012-08-17,95.03,96.46,94.83,96.26,6147600,47.10
2012-08-16,94.21,95.39,93.43,94.78,6971400,46.38
2012-08-15,94.90,95.68,94.17,94.22,5233200,46.10
2012-08-14,96.12,96.14,94.70,94.91,5499400,46.44
2012-08-13,94.31,95.91,93.86,95.85,3440000,46.90
2012-08-10,94.65,94.98,94.33,94.50,4642000,46.24
2012-08-09,95.63,95.97,94.92,95.06,4957200,46.51
2012-08-08,95.78,96.21,95.20,95.90,4137000,46.92
2012-08-07,95.65,97.19,95.65,96.17,4156600,47.06
2012-08-06,94.73,95.74,94.65,95.52,3160800,46.74
2012-08-03,93.61,94.64,93.38,94.57,4498600,46.27
2012-08-02,91.98,92.99,91.04,92.54,5230800,45.28
2012-08-01,93.51,94.33,92.76,93.00,4797200,45.51
2012-07-31,95.04,95.58,93.25,93.35,6535000,45.68
2012-07-30,96.93,97.75,95.49,95.85,4556400,46.90
2012-07-27,96.82,97.45,95.64,97.03,5209800,47.48
2012-07-26,94.49,96.89,94.29,96.58,7382800,47.26
2012-07-25,93.54,94.25,93.10,93.51,4122400,45.75
2012-07-24,93.26,93.93,92.41,92.96,4152600,45.49
2012-07-23,92.05,93.26,91.34,92.85,4309600,45.43
2012-07-20,94.71,95.00,93.05,93.08,5987600,45.54
2012-07-19,95.20,95.98,94.11,95.26,5430600,46.61
2012-07-18,92.49,94.94,91.98,94.63,5482000,46.30
2012-07-17,92.48,93.43,91.91,92.76,5330000,45.39
2012-07-16,93.81,93.89,92.89,93.02,5842400,45.51
2012-07-13,92.26,94.29,92.04,93.97,5698200,45.98
2012-07-12,91.92,92.24,90.21,91.82,7482400,44.93
2012-07-11,91.67,92.40,90.50,92.26,8694800,45.14
2012-07-10,90.60,92.00,90.60,91.29,7264600,44.67
2012-07-09,91.21,91.70,90.00,90.28,6955000,44.17
2012-07-06,91.61,92.23,90.77,91.38,8098200,44.71
2012-07-05,90.70,92.70,90.55,92.20,11128600,45.11
2012-07-03,89.37,90.60,88.25,90.48,7499200,44.27
2012-07-02,88.39,89.49,88.03,88.85,11750800,43.47
2012-06-29,87.84,90.50,85.10,87.78,43169800,42.95
2012-06-28,97.54,98.48,95.84,96.89,11958400,47.41
2012-06-27,98.93,99.61,97.50,98.11,5611200,48.01
2012-06-26,97.76,98.86,97.30,98.45,4790000,48.17
2012-06-25,98.38,98.74,96.70,97.46,5936600,47.69
2012-06-22,98.91,99.52,98.28,99.40,7678600,48.64
2012-06-21,101.26,102.46,98.53,98.66,8027200,48.27
2012-06-20,102.56,102.72,100.63,101.20,6419800,49.52
2012-06-19,101.44,102.65,101.33,101.54,4319200,49.68
2012-06-18,101.53,101.73,100.13,101.40,6328400,49.62
2012-06-15,100.25,102.00,99.56,101.75,8415400,49.79
2012-06-14,103.46,103.46,99.36,100.02,12026200,48.94
2012-06-13,107.21,107.53,101.28,102.22,12529400,50.02
2012-06-12,107.59,108.66,106.74,107.60,5079800,52.65
2012-06-11,109.12,109.91,107.40,107.46,3128800,52.58
2012-06-08,107.38,108.77,106.31,108.64,3627200,53.16
2012-06-07,107.94,108.39,106.25,107.36,3539800,52.53
2012-06-06,106.09,107.10,105.73,107.07,3897000,52.39
2012-06-05,104.30,105.76,104.00,105.51,4591600,51.63
2012-06-04,104.55,105.12,103.14,104.70,5101000,51.23
2012-06-01,106.29,106.55,104.18,104.60,4688200,51.18
2012-05-31,108.50,108.85,106.66,108.18,5398400,52.93
2012-05-30,109.58,110.33,108.23,108.61,5178600,52.97
2012-05-29,109.51,110.92,109.14,110.92,4367400,54.09
2012-05-25,107.92,109.19,107.62,108.79,3343800,53.05
2012-05-24,107.67,108.64,106.78,107.48,4314800,52.42
2012-05-23,107.77,109.00,106.18,107.52,4256600,52.44
2012-05-22,107.24,109.15,107.20,108.45,5107000,52.89
2012-05-21,105.31,107.36,105.31,107.23,4517200,52.29
2012-05-18,105.40,107.78,105.08,105.44,7922400,51.42
2012-05-17,106.78,107.00,104.27,104.34,4722200,50.88
2012-05-16,107.74,108.92,106.22,107.00,4982600,52.18
2012-05-15,107.31,109.01,107.01,107.22,3563800,52.29
2012-05-14,107.65,108.46,106.94,107.47,2818200,52.41
2012-05-11,107.20,109.30,106.66,108.26,3164200,52.80
2012-05-10,109.03,109.51,107.24,107.56,4729400,52.46
2012-05-09,107.43,108.88,107.08,108.15,4513000,52.74
2012-05-08,109.80,110.15,106.56,108.73,7029400,53.03
2012-05-07,111.40,112.30,111.20,111.42,3432000,54.34
2012-05-04,113.90,114.05,111.54,111.81,3602800,54.53
2012-05-03,114.21,114.81,113.52,114.40,5170400,55.79
2012-05-02,111.04,114.56,111.04,114.28,5290600,55.73
2012-05-01,111.91,112.00,110.50,111.30,5082000,54.28
2012-04-30,111.00,112.00,111.00,111.87,4776200,54.56
2012-04-27,110.09,111.56,109.81,110.64,4674600,53.96
2012-04-26,109.03,110.75,108.73,110.35,3114200,53.82
2012-04-25,107.17,109.06,106.93,109.03,4194200,53.17
2012-04-24,108.99,109.76,106.34,106.75,6627200,52.06
2012-04-23,109.83,109.98,108.67,109.75,3177600,53.52
2012-04-20,109.73,111.44,109.73,110.77,4649800,54.02
2012-04-19,110.63,110.95,109.03,109.61,4013800,53.45
2012-04-18,109.34,110.95,109.05,110.56,4087400,53.92
2012-04-17,109.86,110.00,109.20,109.83,2886000,53.56
2012-04-16,109.07,109.88,108.68,109.40,3567600,53.35
